customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
2240-HSJQD,0,0,1,38,1,1,0,1,0,0,0,0,1,81.85,3141.7,0
1248-DYXUB,0,1,1,52,1,1,0,0,0,0,0,0,0,24.8,1229.1,0
0265-EDXBD,1,1,0,32,1,1,0,0,0,0,0,0,1,74.9,2303.35,1
4115-BNPJY,0,1,1,29,1,0,0,0,1,1,1,1,0,75.55,2054.4,0
3167-SNQPL,1,1,1,38,1,1,0,1,0,0,1,1,0,101.15,3741.85,0
4091-TVOCN,0,0,1,48,1,1,1,0,1,0,1,1,1,78.75,3682.45,0
1098-TDVUQ,0,0,0,1,1,0,0,0,0,0,0,0,1,19.25,19.25,0
7277-OZCGZ,0,0,0,22,1,0,1,0,0,1,0,1,1,89.05,1886.25,0
1557-EMYVT,0,0,0,43,1,1,1,1,1,1,1,1,0,115.05,4895.1,0
2799-ARNLO,1,1,0,5,1,0,0,0,0,0,0,0,1,69.35,341.6,0
7563-BIUPC,0,0,0,5,1,0,0,0,0,0,1,0,1,80.6,415.55,1
5027-YOCXN,0,1,1,51,1,1,1,1,0,1,1,1,0,110.05,5686.4,0
3973-SKMLN,0,0,0,71,1,0,0,0,0,0,0,0,1,19.9,1355.1,0
2321-OMBXY,0,1,1,38,1,0,1,1,0,1,1,1,0,80.3,3058.65,1
2840-XANRC,1,1,0,24,1,0,0,0,1,0,1,1,1,93.15,2231.05,1
6745-JEFZB,0,1,0,35,1,1,0,0,0,1,1,0,1,91.5,3236.35,0
5020-ZSTTY,1,0,0,54,1,1,1,1,0,1,1,1,0,82.45,4350.1,1
9880-TDQAC,0,1,1,72,0,0,0,1,1,1,1,1,1,60,4264,0
8705-WZCYL,0,0,0,1,1,0,0,0,0,0,0,0,1,44.8,44.8,0
7102-JJVTX,0,1,1,9,1,0,1,0,0,0,0,0,0,48.6,422.3,0
8626-PTQGE,0,0,0,69,0,0,1,1,0,1,1,1,1,60.05,4176.7,0
4983-CLMLV,0,1,0,52,1,1,0,1,0,1,1,1,1,102.7,5138.1,0
5701-YVSVF,1,1,0,11,1,0,0,0,0,1,1,0,1,82.9,880.05,0
5804-LEPIM,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,1
5697-GOMBF,1,1,1,28,0,0,0,0,0,0,1,0,1,35.9,973.65,0
2739-CACDQ,1,0,0,17,1,1,0,0,1,0,0,0,1,82.65,1470.05,0
9385-EHGDO,0,1,1,35,1,0,0,0,0,0,0,0,1,19.85,739.35,0
9498-FIMXL,0,0,0,8,1,0,0,0,0,0,0,0,1,19.2,161.95,0
2379-GYFLQ,0,0,0,46,1,1,0,1,1,0,1,0,1,94.9,4422.95,0
0122-OAHPZ,0,0,0,7,1,1,0,0,0,0,0,0,1,73.85,511.25,1
2868-SNELZ,0,0,0,2,1,1,0,0,1,0,0,0,0,80.6,155.8,1
4322-RCYMT,0,1,1,68,1,1,0,1,1,1,0,1,1,75.8,5293.95,1
6680-NENYN,0,0,0,43,1,1,0,1,1,0,1,1,1,104.6,4759.85,1
2088-IEBAU,0,0,0,68,1,1,1,1,1,1,1,1,1,88.15,6148.45,0
7982-VCELR,0,0,0,36,1,0,0,1,0,0,1,1,1,94.8,3565.65,0
1343-EHPYB,0,1,0,63,1,1,0,1,1,0,1,1,1,103.4,6603,1
6035-BXTTY,1,0,0,32,1,0,0,1,0,1,0,0,0,54.65,1830.1,0
6885-PKOAM,0,1,0,71,1,1,1,1,1,1,1,1,0,85.75,6223.8,0
7520-HQWJU,0,1,1,66,1,1,1,1,1,0,0,0,1,67.45,4508.65,0
9639-BUJXT,0,0,0,63,1,0,0,0,0,0,0,0,0,20.5,1328.15,0
5924-SNGKP,0,0,1,41,1,0,0,0,0,0,0,0,1,20.25,865,0
0021-IKXGC,1,0,0,1,1,1,0,0,0,0,0,0,1,72.1,72.1,0
2034-GDRCN,0,0,0,2,1,0,0,0,0,0,1,1,1,90.4,168.2,1
8966-SNIZF,0,1,0,70,1,0,0,0,0,0,0,0,0,19.45,1303.5,0
6243-OZGFH,0,0,0,23,0,0,0,0,0,0,1,1,1,44.95,996.85,0
4654-DLAMQ,1,1,0,64,1,0,1,1,1,0,0,1,0,97,6430.9,0
0513-RBGPE,0,1,1,37,1,1,1,0,1,1,0,0,1,62.8,2278.75,0
5160-UXJED,0,0,1,17,1,0,0,0,0,0,0,0,0,44.6,681.4,0
4115-NZRKS,1,0,0,7,1,0,0,0,0,0,1,1,1,89.15,574.35,0
0219-YTZUE,0,1,1,4,1,1,0,1,1,0,0,0,1,84.8,371.9,1
0623-IIHUG,1,0,0,21,0,0,1,0,0,0,1,0,1,41.9,840.1,1
4572-DVCGN,0,0,0,10,1,0,0,0,0,0,0,1,1,80.25,846,1
3351-NGXYI,1,0,0,16,1,1,1,0,0,0,0,0,1,54.1,889,0
8984-EYLLL,0,1,0,64,1,1,0,1,0,1,1,1,1,105.25,6823.4,0
9057-MSWCO,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1
9833-TGFHX,0,1,1,42,1,1,1,0,0,0,1,1,0,97.1,4016.75,0
9294-TDIPC,0,0,1,5,1,0,0,0,0,0,0,0,0,20.2,83.75,0
5229-DTFYB,0,0,0,41,1,0,0,1,0,1,1,1,1,98.8,3959.15,0
0104-PPXDV,0,1,0,58,1,0,0,0,1,0,0,0,0,50.3,2878.55,0
5176-LMJXE,0,0,0,47,1,0,0,0,0,0,0,0,1,20.55,945.7,0
3583-KRKMD,0,0,0,18,1,0,0,0,0,1,0,0,1,75.9,1373.05,0
1010-DIAUQ,0,0,0,5,1,0,0,0,1,0,1,1,0,96.5,492.55,1
9069-LGEUL,0,1,0,23,1,0,1,0,0,0,0,1,1,59.95,1406,0
7302-ZHMHP,0,0,0,1,1,0,0,0,0,0,0,0,0,19.15,19.15,0
9571-EDEBV,0,1,0,71,1,1,0,0,1,0,1,1,1,98.65,6962.85,0
3520-FJGCV,0,1,1,72,1,1,1,1,1,1,1,1,1,112.6,8126.65,0
6563-VRERX,0,1,1,33,1,0,0,0,0,0,0,0,0,20.6,690.25,0
0259-GBZSH,0,0,0,2,1,1,0,0,0,0,1,0,1,85.65,181.5,1
6122-EFVKN,0,0,1,24,0,0,1,0,0,1,0,0,0,35.75,830.8,0
2805-EDJPQ,0,1,1,56,1,1,0,1,1,1,0,1,1,99.75,5608.4,0
6862-CQUMB,0,0,0,37,1,0,0,1,0,0,1,1,1,96.1,3646.8,0
7156-MXBJE,0,0,0,43,1,1,0,1,1,1,1,1,0,85.1,3662.25,0
6158-HDPXZ,0,0,0,1,0,0,0,0,0,0,0,0,0,25.35,25.35,0
9601-BRXPO,0,1,0,25,1,1,0,0,1,1,1,1,1,104.95,2566.5,1
2863-IMQDR,0,0,0,61,1,1,1,1,1,1,1,1,0,89.65,5308.7,0
5686-CMAWK,0,0,0,17,1,1,0,0,1,1,0,0,0,86.75,1410.25,0
5651-CRHKQ,0,1,0,41,1,0,0,1,1,1,0,0,1,86.2,3339.05,0
6905-NIQIN,0,0,0,1,1,0,0,1,0,0,0,0,0,50.65,50.65,1
8204-YJCLA,1,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4732.35,0
5167-ZFFMM,0,0,0,1,1,1,0,1,0,0,0,1,1,90.85,90.85,1
6583-SZVGP,0,0,0,48,1,1,0,1,1,0,1,1,1,108.1,5067.45,0
4895-TMWIR,1,1,0,11,1,0,0,0,0,0,0,0,0,19.95,214.75,1
0533-BNWKF,1,1,0,55,1,1,0,1,1,0,0,0,1,85.45,4874.7,1
1708-PBBOA,0,0,0,42,0,0,1,1,1,1,0,1,1,54.75,2348.45,0
8782-LKFPK,0,0,0,44,1,1,0,0,1,0,0,1,1,90.4,4063,0
5522-JBWMO,0,0,1,1,1,0,0,0,0,0,0,0,0,44,44,0
3597-MVHJT,0,0,0,27,1,1,0,0,0,0,1,1,1,95.6,2595.25,0
9774-NRNAU,1,1,0,27,1,1,0,1,1,1,1,1,1,84.8,2309.55,0
0224-RLWWD,1,0,0,2,1,0,0,0,0,0,0,0,1,44.3,89.3,0
9967-ATRFS,0,0,0,19,1,0,0,0,0,0,0,0,0,19.9,367.55,0
3951-NJCVI,1,1,0,42,1,1,0,0,0,0,1,1,1,95.05,3944.5,0
2977-CEBSX,0,0,0,66,1,1,1,1,1,1,1,1,1,90.05,5965.95,0
0177-PXBAT,1,1,0,33,1,1,1,0,1,1,1,1,1,109.9,3694.7,0
6599-CEBNN,0,0,0,34,1,0,0,1,0,0,0,0,1,73.95,2524.45,1
2519-ERQOJ,1,0,0,33,0,0,0,0,1,1,1,1,1,54.6,1803.7,0
5876-QMYLD,0,1,1,23,1,0,0,0,0,0,0,0,0,20.05,415.1,0
2277-AXSDC,0,0,0,32,1,0,0,0,0,0,0,0,0,19.75,624.15,0
9442-JTWDL,0,0,0,11,1,0,0,0,0,0,0,0,0,20.05,237.7,0
0979-PHULV,0,1,1,69,1,1,0,0,1,0,1,1,1,99.45,7007.6,1
3067-SVMTC,0,1,0,68,1,0,1,0,0,1,0,0,0,55.9,3848.8,0
5495-GPSRW,0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,419.4,0
7606-BPHHN,0,0,0,72,1,0,0,0,0,0,0,0,1,19.8,1468.75,0
4742-DRORA,0,1,1,60,1,1,1,0,1,0,1,0,1,95.4,5812,0
0111-KLBQG,1,1,1,32,1,0,0,1,0,0,1,1,1,93.95,2861.45,0
4800-VHZKI,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,1
7989-CHGTL,0,0,0,1,1,0,0,0,0,0,0,0,1,19.6,19.6,1
0334-GDDSO,1,0,0,3,1,1,0,1,0,0,0,0,1,81.35,233.7,1
4163-NCJAK,0,1,0,46,1,1,0,0,0,0,0,0,1,24.45,1066.15,0
5233-AOZUF,0,1,0,29,1,1,0,0,0,0,0,0,1,74.95,2149.05,0
5973-EJGDP,0,0,0,51,1,1,0,1,1,1,0,0,1,87.35,4473,0
1996-DBMUS,1,1,0,48,1,0,0,0,0,0,0,0,1,70.65,3545.05,0
7916-VCCPB,0,1,1,16,1,0,0,1,0,0,0,0,0,73.25,1195.75,0
4686-GEFRM,0,1,0,70,1,1,0,1,1,1,0,1,1,98.7,6858.9,0
5249-QYHEX,0,1,1,40,1,1,0,0,0,0,0,0,1,24.8,1024.7,0
0578-SKVMF,0,1,1,22,1,0,0,1,0,0,0,1,0,83.3,1845.9,1
5564-NEMQO,1,0,0,1,1,0,0,0,1,0,0,0,1,75.3,75.3,1
2233-FAGXV,0,1,1,5,1,1,0,0,0,0,0,0,1,24.3,132.25,0
5605-IYGFG,0,0,0,7,1,0,0,0,0,0,0,0,1,69.85,515.45,0
7663-ZTEGJ,0,0,1,29,1,1,0,1,1,1,0,1,0,100.55,2830.45,0
3935-TBRZZ,0,1,1,44,1,1,0,0,0,0,0,0,0,25.7,1110.5,0
8111-BKVDS,0,0,0,10,0,0,1,1,1,0,0,0,0,40.7,449.3,0
2055-SIFSS,1,1,0,55,1,1,0,0,0,0,0,0,0,51.65,2838.55,0
2806-MLNTI,1,1,0,52,1,1,0,1,1,0,1,1,1,105.1,5376.4,0
8734-DKSTZ,0,1,1,10,1,1,0,0,0,0,0,1,0,85.95,858.6,0
4360-PNRQB,0,0,0,18,1,1,0,0,0,0,0,0,1,75.6,1395.05,0
6152-ONASV,0,1,0,68,1,1,1,0,0,1,0,0,0,58.25,3975.7,0
9063-ZGTUY,0,1,1,61,1,0,0,0,0,0,0,0,1,19.4,1182.55,1
7781-HVGMK,0,1,1,72,0,0,1,1,1,1,1,1,1,65.2,4784.45,0
2181-UAESM,0,0,0,2,1,0,1,0,1,0,0,0,0,53.45,119.5,0
2957-LOLHO,0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,1
6048-NJXHX,0,1,0,41,1,0,0,0,0,0,0,0,1,19.75,899.45,0
2320-SLKMB,0,0,0,26,0,0,0,0,1,1,1,0,1,44.45,1183.8,0
4980-URKXC,0,1,0,36,1,0,0,0,0,0,0,0,0,20.85,720.05,0
4376-KFVRS,0,1,1,72,1,1,1,1,1,1,1,1,1,114.05,8468.2,0
5886-VLQVU,0,1,0,35,1,1,0,0,0,1,0,1,1,89.85,3161.2,0
3577-AMVUX,0,0,0,1,1,0,0,0,1,1,0,0,0,55.05,55.05,0
0771-WLCLA,0,1,1,16,1,1,1,0,1,1,1,1,1,112.95,1882.55,0
5628-RKIFK,1,0,0,49,1,1,1,0,0,0,1,1,0,101.55,5070.4,0
0206-TBWLC,0,1,0,54,1,1,1,1,1,1,1,1,1,114.65,6049.5,0
2937-FTHUR,0,0,1,18,1,1,1,0,0,0,0,1,0,64.8,1166.7,0
1910-FMXJM,0,1,0,36,1,0,0,0,0,0,0,1,0,80.4,2937.65,0
7752-XUSCI,0,0,0,60,1,1,0,1,1,0,1,1,1,105.9,6396.45,1
4110-PFEUZ,0,0,0,1,1,0,0,0,0,0,0,0,0,69.55,69.55,1
0732-OCQOC,0,1,1,52,1,1,0,0,0,0,0,0,1,25.05,1270.25,0
5168-MSWXT,0,1,1,8,1,0,0,0,1,0,1,1,1,94.75,759.55,0
1090-ESELR,0,1,1,72,1,0,1,1,0,1,1,1,0,105.5,7611.55,0
8592-PLTMQ,0,0,0,64,1,1,0,0,0,0,0,0,0,24.7,1642.75,0
5760-WRAHC,1,0,0,22,1,0,1,0,1,1,0,1,1,69.75,1545.4,0
8847-GEOOQ,0,1,0,60,0,0,0,1,1,1,1,1,1,60.2,3582.4,0
0256-LTHVJ,0,1,1,28,1,0,0,0,0,0,0,1,1,81.05,2227.1,1
4785-FCIFB,0,1,0,61,1,1,0,0,0,0,0,0,0,24.4,1417.9,0
8313-NDOIA,0,0,0,24,1,1,0,1,1,0,1,1,1,104.15,2494.65,0
5149-CUZUJ,0,1,1,28,1,0,0,1,1,1,1,0,0,92.9,2768.35,0
0942-KOWSM,0,1,1,30,1,0,0,1,1,1,1,1,0,80.8,2369.3,0
4237-CLSMM,0,1,0,2,1,0,0,0,0,0,0,0,0,20,38,0
1452-VOQCH,0,0,0,1,1,1,0,0,0,0,0,0,1,75.1,75.1,0
4719-UMSIY,0,0,1,6,1,0,0,0,0,0,0,0,0,19.65,100.9,0
6614-VBEGU,0,1,0,24,1,0,0,1,0,0,1,1,1,69.45,1614.05,0
0880-TKATG,0,1,1,4,1,1,0,0,1,0,1,1,0,101.15,385.9,1
3811-VBYBZ,0,0,0,7,1,1,0,1,0,0,1,1,1,99.8,673.25,1
1480-BKXGA,1,1,0,72,1,1,1,1,1,1,1,1,1,116.05,8404.9,0
2996-XAUVF,0,0,0,70,0,0,0,0,0,1,0,1,1,40.05,2799.75,0
9076-AXYIK,1,1,0,64,1,1,0,0,1,1,1,1,0,102.1,6538.45,0
5968-XQIVE,0,1,1,72,1,1,0,1,0,0,1,0,1,89.7,6588.95,0
8896-RAZCR,0,0,1,44,1,0,0,0,0,0,0,0,0,19.9,868.1,0
4640-UHDOS,0,1,1,13,1,0,0,0,0,0,0,1,0,55.95,734.35,1
4933-IKULF,1,0,0,17,1,0,0,0,0,0,0,0,0,20.65,330.6,0
3583-EKAPL,0,0,0,1,1,0,0,0,0,0,0,1,1,55,55,1
1304-BCCFO,0,1,0,9,1,0,0,0,1,0,1,1,1,70.05,564.4,0
4104-PVRPS,0,1,0,24,1,0,1,0,0,1,0,0,0,53.6,1315.35,0
9399-APLBT,0,1,1,1,1,0,0,1,0,0,0,0,1,74.7,74.7,1
2359-KMGLI,0,0,0,24,1,1,0,1,0,0,0,0,1,80.25,1861.5,1
3780-DDGSE,1,1,1,35,1,0,0,1,0,1,1,1,1,76.05,2747.2,0
4431-EDMIQ,0,1,1,7,1,0,1,1,1,1,1,0,1,75.7,554.05,0
0306-JAELE,0,0,0,5,1,0,0,0,0,1,1,1,1,96.1,453.4,1
6227-HWPWX,0,0,1,15,1,0,0,0,0,0,0,0,0,69,994.8,1
0486-LGCCH,0,1,1,11,1,0,0,0,0,0,0,0,0,19.65,225.75,0
0447-BEMNG,0,1,0,48,0,0,1,0,1,0,0,1,1,45.3,2145,1
4612-SSVHJ,1,0,0,20,1,0,0,0,0,0,0,1,1,81.45,1671.6,0
5168-MQQCA,0,1,0,72,1,1,0,1,1,1,1,1,1,108.5,8003.8,0
5949-XIKAE,0,1,1,8,1,0,0,1,0,0,1,0,1,83.55,680.05,1
7971-HLVXI,0,1,1,72,1,1,0,0,0,0,0,1,1,84.5,6130.85,0
9094-AZPHK,0,0,0,15,1,1,0,1,0,0,1,1,1,100.15,1415,0
3649-JPUGY,0,0,0,72,1,1,0,1,1,1,1,1,1,88.6,6201.95,0
4472-LVYGI,0,1,1,0,0,0,1,0,1,1,1,0,1,52.55, ,0
8372-JUXUI,0,0,1,1,1,1,0,0,0,0,0,0,1,74.35,74.35,1
3552-CTCYF,0,1,1,63,1,1,0,1,1,0,1,1,1,104.8,6597.25,0
6778-YSNIH,0,0,0,2,1,0,0,1,0,0,1,0,1,59,114.15,0
0388-EOPEX,0,1,0,2,1,0,1,0,0,0,0,0,1,74.4,139.4,1
5756-OZRIO,1,1,0,61,1,1,0,1,0,0,0,1,0,64.05,3902.6,0
6579-JPICP,0,0,0,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0
8205-OTCHB,0,0,0,22,0,0,0,1,1,0,0,1,1,43.75,903.6,1
4134-BSXLX,0,1,0,28,1,0,1,1,0,1,0,0,0,60.9,1785.65,0
0505-SPOOW,0,1,0,70,1,0,0,0,0,0,0,0,0,19.8,1397.65,0
6235-VDHOM,1,0,0,5,0,0,0,1,0,0,0,0,0,28.45,131.05,1
7783-YKGDV,0,0,0,12,1,1,1,1,1,0,0,1,1,99.7,1238.45,1
4374-YMUSQ,0,0,0,34,1,1,1,1,1,1,1,1,0,116.25,3899.05,0
4513-CXYIX,1,1,0,71,1,1,1,0,0,0,0,0,1,80.7,5676,0
3957-HHLMR,0,1,1,70,1,1,1,0,0,0,0,1,0,65.2,4543.15,0
7803-XOCCZ,0,1,1,52,1,0,1,0,1,1,0,0,1,84.05,4326.8,0
5736-YEJAX,0,0,1,69,1,1,1,1,1,1,1,0,1,79.45,5502.55,0
5609-CEBID,1,0,0,20,1,1,0,1,1,0,0,1,1,94.1,1782.4,1
8981-FJGLA,0,0,1,11,1,1,0,0,1,0,0,0,1,78,851.8,0
7218-HKQFK,0,1,0,2,1,0,0,0,0,1,1,1,1,94.2,167.5,1
4636-QRJKY,0,1,1,6,1,1,0,0,0,1,0,0,1,80.5,502.85,1
1135-LMECX,0,0,0,1,1,0,0,0,0,0,0,0,0,19.85,19.85,0
4332-MUOEZ,1,1,1,20,1,0,1,0,1,1,0,1,0,94.3,1818.3,0
8535-SFUTN,0,0,0,61,1,1,1,0,1,0,1,1,1,106.45,6300.15,0
5956-VKDTT,1,1,0,5,1,1,0,0,0,0,0,0,1,74.35,334.8,1
8677-HDZEE,0,0,0,56,1,1,0,1,0,1,1,1,1,105.45,5916.95,0
2475-MROZF,0,0,0,30,1,1,1,1,1,1,0,0,1,95,2852.4,0
9412-GHEEC,0,0,0,40,1,1,0,0,1,1,1,1,0,104.8,4131.95,1
3482-ABPKK,0,0,0,28,1,0,1,0,0,1,0,0,0,54.3,1546.3,0
6705-LXORM,1,1,0,5,1,0,0,0,0,0,0,0,0,70.05,302.6,0
0257-ZESQC,1,1,0,27,1,0,1,0,0,0,0,0,1,75.2,1929.35,1
7531-GQHME,0,0,0,12,1,0,0,0,0,0,0,0,0,20.05,265.45,0
5174-ITUMV,0,1,1,67,1,1,0,1,1,0,1,1,1,105.4,6989.45,0
4109-CYRBD,1,1,0,29,1,1,0,0,0,0,0,0,1,51.6,1442,0
0913-XWSCN,0,1,1,55,1,1,0,0,0,0,0,1,0,85.5,4713.4,0
6825-UYPFK,0,0,0,23,1,1,0,0,0,0,0,0,0,75.6,1758.6,1
8397-MVTAZ,0,1,0,34,1,1,0,0,1,0,1,1,1,100.05,3480,1
0750-EBAIU,0,0,0,52,1,0,1,0,1,0,1,0,0,91.25,4738.3,0
8606-CIQUL,1,1,1,72,1,1,1,1,1,1,1,1,1,115.75,8399.15,0
3571-DPYUH,0,1,1,58,1,1,0,1,0,1,1,0,1,94.7,5430.35,0
7601-GNDYK,0,1,1,35,1,0,0,0,0,0,0,0,0,19.6,686.95,0
0356-OBMAC,1,0,0,56,1,1,0,1,1,1,1,0,1,99.9,5706.3,0
8067-NIOYM,0,1,1,24,1,0,0,0,0,0,0,0,1,21.1,490.65,0
1403-GYAFU,0,1,1,70,1,0,0,0,0,0,0,0,0,20.05,1360.25,0
4234-XTNEA,0,0,0,2,1,0,0,0,0,0,1,0,1,79.95,174.45,0
1297-VQDRP,1,1,1,68,1,1,0,0,1,1,1,1,1,107.15,7379.8,0
9282-IZGQK,0,0,0,1,1,1,0,0,0,0,0,1,1,85,85,1
5348-CAGXB,0,0,0,12,1,1,0,0,1,0,1,0,1,89.55,1021.75,0
0621-HJWXJ,0,1,0,63,1,1,0,1,0,0,0,0,1,81.55,5029.05,0
5844-QVTAT,0,1,1,33,1,0,1,1,1,0,0,0,1,58.45,1955.4,0
8905-IAZPF,0,1,0,69,1,0,0,1,0,0,1,1,1,95.65,6744.2,0
5394-MEITZ,0,1,1,60,1,0,0,1,1,1,1,1,1,80.6,4946.7,0
6859-QNXIQ,0,1,1,72,1,1,1,1,1,1,1,1,1,113.1,8248.5,0
2782-LFZVW,0,0,0,11,1,1,0,0,0,0,0,1,1,58.95,601.6,0
2866-IKBTM,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0
1342-JPNKI,0,0,0,10,1,1,0,0,0,0,1,0,1,86.05,834.1,1
2817-NTQDO,0,0,0,13,0,0,1,0,0,1,1,0,1,45.55,597,1
7129-AZJDE,0,1,1,34,1,0,0,0,0,0,0,1,1,78.95,2647.2,0
6986-IJDHX,0,1,1,39,1,0,0,1,0,0,1,0,1,86.3,3266,1
2560-PPCHE,0,0,0,65,1,1,0,1,0,1,1,1,1,105.05,6744.25,0
4676-MQUEA,1,1,0,50,1,1,1,1,1,0,1,0,1,101.9,5265.5,0
8138-EALND,0,0,0,15,1,0,0,0,0,0,0,0,0,19.75,311.6,0
3580-HYCSP,0,1,1,72,1,1,1,1,1,0,1,1,1,110.3,7966.9,0
1352-HNSAW,0,1,1,72,1,1,1,1,1,1,1,1,1,115.6,8220.4,0
2075-PUEPR,0,1,1,55,1,0,0,0,0,0,0,0,0,19.35,1153.25,0
1982-FEBTD,0,1,1,23,1,1,0,0,0,0,0,0,1,25.6,514.75,0
5301-GAUUY,0,0,0,32,1,1,0,1,0,0,0,0,1,80.35,2596.15,1
5791-KAJFD,0,1,1,56,1,1,1,0,1,0,0,1,1,68.75,3808,0
2654-VBVPB,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,0
1154-HYWWO,0,0,0,38,1,0,1,1,0,1,1,0,0,70.6,2708.2,0
2501-XWWTZ,0,0,0,11,1,0,0,0,0,0,0,0,0,70.2,760.05,0
3716-UVSPD,0,0,0,1,1,0,0,0,0,1,0,0,1,49.3,49.3,0
6815-ABQFQ,0,1,0,56,1,1,0,1,0,1,1,1,1,107.25,6033.3,0
7343-EOBEU,0,1,0,3,1,1,0,0,0,0,0,0,1,23.6,89.05,0
3701-SFMUH,0,1,1,7,1,0,1,0,0,0,1,1,0,69.7,516.15,0
6103-LIANB,0,1,1,59,1,1,0,0,1,0,1,1,1,99.5,5861.75,0
7319-VENRZ,0,0,0,7,1,0,0,0,1,1,1,0,0,64.3,445.95,0
5846-NEQVZ,0,1,1,71,1,0,1,0,1,1,0,1,1,70.85,4973.4,0
6967-QIQRV,0,1,1,15,1,0,1,0,0,1,1,1,0,101.9,1667.25,0
5781-RFZRP,0,1,0,71,1,1,1,1,0,1,1,0,0,73.5,5357.75,0
0939-YAPAF,0,0,0,35,1,1,0,0,1,0,1,1,1,100.25,3527.6,1
0308-IVGOK,0,0,0,11,0,0,0,1,1,1,0,0,1,40.4,422.6,0
7293-LSCDV,0,1,1,60,1,0,0,0,0,0,0,0,1,19.25,1103.25,0
7025-WCBNE,1,0,0,47,1,1,0,1,0,1,0,0,0,59.6,2754,0
5756-JYOJT,0,0,0,11,1,0,0,0,1,1,0,1,0,64.9,697.25,0
4710-FDUIZ,0,1,0,56,1,1,0,1,0,0,1,1,0,100.3,5614.45,1
6030-REHUX,1,1,0,28,1,1,0,1,1,1,1,1,1,110.85,3204.4,0
9548-LIGTA,0,1,0,61,1,0,1,1,0,1,1,1,1,81.05,4747.65,0
5150-LJNSR,0,1,1,31,1,1,1,0,1,0,1,0,0,98.05,3082.1,0
8270-RKSAP,0,0,0,9,1,0,0,0,0,0,0,0,1,70.5,597.9,0
6522-YRBXD,1,1,0,35,1,1,1,1,0,0,0,1,1,94.55,3365.4,0
2640-LYMOV,0,0,0,2,1,0,0,0,0,0,0,0,1,19.65,38.8,0
1218-VKFPE,0,1,1,12,1,0,0,0,0,0,0,0,0,19,233.55,1
3627-FHKBK,0,0,0,1,1,0,1,0,0,0,0,0,0,75.3,75.3,1
2865-TCHJW,1,0,0,4,1,1,0,0,1,0,1,0,1,89.2,346.2,1
1423-BMPBQ,0,1,1,1,1,0,0,0,0,0,0,0,1,19,19,0
2393-DIVAI,0,0,0,3,1,0,0,0,0,0,0,0,1,20,61.7,0
5192-EBGOV,1,0,0,1,1,1,0,0,0,0,1,0,1,85.7,85.7,1
4568-KNYWR,0,0,0,52,1,0,1,1,0,0,1,0,1,63.25,3342.45,0
8752-IMQOS,0,1,1,5,1,0,0,0,0,0,0,0,0,20.1,85.1,0
0742-LAFQK,0,1,0,72,1,1,1,1,1,0,0,1,1,99.15,7422.1,0
0795-LAFGP,0,1,1,71,1,1,1,1,1,1,1,1,0,90.4,6668.05,0
0619-OLYUR,0,1,0,72,1,1,1,0,1,1,1,1,1,111.9,8071.05,0
5512-IDZEI,0,1,1,46,1,1,0,0,0,0,0,0,0,24.9,1174.8,0
0459-SPZHJ,0,1,1,63,1,1,1,1,1,0,1,1,0,83.5,5435,0
0215-BQKGS,0,0,0,30,1,0,1,1,1,0,0,0,1,84.3,2438.6,0
9244-ZVAPM,0,0,0,1,1,0,0,0,0,0,0,0,0,45.6,45.6,0
0719-SYFRB,0,0,0,12,1,1,1,0,1,1,0,0,1,61.65,713.75,1
8208-EUMTE,0,0,0,16,0,0,1,1,1,1,1,0,0,54.85,916.15,0
5172-MIGPM,0,0,0,4,1,1,0,0,0,1,0,1,0,65.55,237.2,0
1710-RCXUS,0,1,0,51,1,1,0,1,0,0,0,1,1,90.35,4614.55,0
0374-FIUCA,0,1,0,65,1,0,0,0,0,0,0,0,1,20.4,1414.45,0
5839-SUYVZ,0,0,0,16,1,0,0,0,0,1,0,0,1,74.55,1170.5,0
5173-ZXXXL,0,0,0,2,1,0,0,0,0,0,0,0,0,19.95,47.7,0
1096-ADRUX,0,1,1,66,1,1,0,0,0,0,0,0,1,74.25,4859.25,0
2001-MCUUW,0,0,0,46,1,1,0,1,1,1,1,1,0,108.65,4903.2,0
2731-GJRDG,0,0,0,32,1,1,1,0,1,1,1,1,1,109.55,3608,0
4723-BEGSG,0,1,0,72,1,1,1,0,1,1,1,1,0,86.65,6094.25,0
6516-NKQBO,0,1,1,38,1,0,1,0,1,1,1,1,0,81,3084.9,0
8672-OAUPW,0,0,1,51,1,0,0,0,0,1,0,0,0,47.85,2356.75,0
8207-DMRVL,0,1,1,72,1,1,1,1,1,1,1,1,0,114.55,8306.05,0
